,t_ms,type,id,x,y,x_est,y_est,vx_est,vy_est,yaw_est,vel_est,scenario_id
25,5.5,p,p3,19.6612,7.6714,19.6612,7.6714,0.0027,2.6191,,,16
26,6.0,p,p3,19.7241,9.2061,19.7227,9.2008,0.0896,2.937,,,16
27,6.5,p,p3,19.6986,10.7788,19.7001,10.7765,-0.0099,3.0952,,,16
28,7.0,p,p3,19.6689,12.3378,19.6695,12.3375,-0.0477,3.115,,,16
29,7.5,p,p3,19.605,13.8626,19.6059,13.8633,-0.1065,3.0682,,,16
30,8.0,p,p3,19.4701,15.2241,19.4718,15.2277,-0.2258,2.8177,,,16
31,8.5,p,p3,19.2817,16.5237,19.2833,16.526,-0.3374,2.6545,,,16
32,9.0,p,p3,19.2166,17.771,19.2145,17.7727,-0.19,2.5356,,,16
33,9.5,p,p3,19.2412,18.8367,19.2387,18.840999999999998,-0.013999999999999999,2.2409,,,16
34,10.0,p,p3,19.2413,19.758,19.2411,19.7622,-0.0001,1.9468,,,16
35,10.5,p,p3,19.4153,20.311,19.4117,20.3199,0.2518,1.3330000000000002,,,16
36,5.0,p,p4,21.9345,5.3184,21.9345,5.3184,-0.11699999999999999,1.3980000000000001,,,16
37,5.5,p,p4,21.875999999999998,6.0174,21.875999999999998,6.0174,-0.11699999999999999,1.3980000000000001,,,16
38,6.0,p,p4,21.8109,6.6874,21.8111,6.6881,-0.1263,1.357,,,16
39,6.5,p,p4,21.8763,7.3636,21.8736,7.3636,0.0593,1.3526,,,16
40,7.0,p,p4,21.9107,7.8746,21.9106,7.8781,0.0701,1.1137,,,16
41,7.5,p,p4,22.0345,8.0394,22.0327,8.0477,0.1986,0.5419,,,16
42,8.0,p,p4,22.0883,8.0623,22.0892,8.0677,0.1354,0.1714,,,16
43,8.5,p,p4,22.1262,8.0977,22.1268,8.0989,0.091,0.091,,,16
44,9.0,p,p4,22.0977,8.3661,22.0993,8.3615,-0.0168,0.4115,,,16
45,9.5,p,p4,22.0523,8.7975,22.0531,8.7927,-0.0725,0.7444,,,16
46,10.0,p,p4,22.2018,9.2878,22.198,9.2853,0.1949,0.9221,,,16
47,10.5,p,p4,22.2848,9.8953,22.285,9.8922,0.1795,1.1375,,,16
48,5.0,p,p5,20.9904,16.3942,20.9904,16.3942,-0.0986,-0.9366,,,16
49,5.5,p,p5,20.9411,15.9259,20.9411,15.9259,-0.0986,-0.9366,,,16
50,6.0,p,p5,20.9315,15.6661,20.9306,15.6613,-0.0425,-0.6421,,,16
51,6.5,p,p5,20.8767,15.6058,20.8774,15.6003,-0.0897,-0.2582,,,16
52,7.0,p,p5,20.8591,15.565999999999999,20.8586,15.564,-0.0512,-0.1211,,,16
53,7.5,p,p5,20.8221,15.5046,20.8223,15.5046,-0.0669,-0.1195,,,16
54,8.0,p,p5,20.8587,15.1763,20.8572,15.1819,0.034,-0.5077,,,16
55,8.5,p,p5,20.7631,14.7925,20.7654,14.7953,-0.1266,-0.7037,,,16
56,9.0,p,p5,20.6618,14.3129,20.6626,14.3156,-0.185,-0.8925,,,16
57,9.5,p,p5,20.7305,13.7298,20.7272,13.7327,0.0469,-1.0942,,,16
58,10.0,p,p5,20.6679,13.0971,20.6697,13.099,-0.0726,-1.2221,,,16
59,10.5,p,p5,20.713,12.5021,20.7114,12.5018,0.0426,-1.2016,,,16
60,5.0,p,p6,20.5194,18.3832,20.5194,18.3832,0.0848,-1.2465,,,16
61,5.5,p,p6,20.5618,17.7599,20.5618,17.7599,0.0848,-1.2465,,,16
62,6.0,p,p6,20.6471,17.1687,20.6461,17.168,0.1453,-1.2012,,,16
63,6.5,p,p6,20.6458,16.7616,20.6473,16.7576,0.0399,-0.9204,,,16
64,7.0,p,p6,20.666,16.4843,20.666,16.4804,0.0381,-0.6502,,,16
65,7.5,p,p6,20.6386,16.395,20.6396,16.39,-0.0291,-0.3037,,,16
66,8.0,p,p6,20.6125,16.3824,20.6128,16.3794,-0.0472,-0.0951,,,16
67,8.5,p,p6,20.6351,16.333,20.6341,16.3329,0.0192,-0.0935,,,16
68,9.0,p,p6,20.6802,16.2159,20.6795,16.2174,0.0719,-0.1951,,,16
69,9.5,p,p6,20.7019,15.9601,20.7022,15.9634,0.0524,-0.426,,,16
70,10.0,p,p6,20.7181,15.5873,20.7184,15.5908,0.0376,-0.6617,,,16
71,10.5,p,p6,20.799,15.1059,20.7977,15.1091,0.127,-0.8844,,,16
72,5.0,p,p7,20.7026,5.2829999999999995,20.7026,5.2829999999999995,0.0928,1.5677,,,16
73,5.5,p,p7,20.749000000000002,6.0669,20.749000000000002,6.0669,0.0928,1.5677,,,16
74,6.0,p,p7,20.7214,6.8497,20.7231,6.8498,-0.0117,1.5663,,,16
75,6.5,p,p7,20.7209,7.4326,20.7209,7.4368,-0.0064,1.2768,,,16
76,7.0,p,p7,20.7536,7.5508,20.7528,7.5618,0.0455,0.5187,,,16
77,7.5,p,p7,20.7539,7.495,20.7543,7.5018,0.0141,0.0472,,,16
78,8.0,p,p7,20.6654,7.5986,20.6674,7.5971,-0.1246,0.1531,,,16
79,8.5,p,p7,20.5394,7.7916,20.5407,7.7891,-0.2197,0.3235,,,16
80,9.0,p,p7,20.5643,8.1068,20.5615,8.1035,-0.0268,0.5489,,,16
81,9.5,p,p7,20.622,8.474,20.6205,8.472000000000001,0.0801,0.6877,,,16
82,10.0,p,p7,20.6589,8.9464,20.6589,8.9437,0.0776,0.8765,,,16
83,10.5,p,p7,20.7922,9.4622,20.7902,9.4605,0.2143,0.9925,,,16
84,5.0,p,p8,21.7431,15.6395,21.7431,15.6395,0.0144,-1.3308,,,16
85,5.5,p,p8,21.7503,14.9741,21.7503,14.9741,0.0144,-1.3308,,,16
86,6.0,p,p8,21.74,14.2953,21.7404,14.2956,-0.0103,-1.3497,,,16
87,6.5,p,p8,21.7826,13.6404,21.7816,13.6399,0.0581,-1.3214,,,16
88,7.0,p,p8,21.7788,13.2028,21.7794,13.1981,0.012,-0.9983,,,16
89,7.5,p,p8,21.829,13.0173,21.8281,13.0107,0.075,-0.5379999999999999,,,16
90,8.0,p,p8,21.7056,12.8326,21.709,12.8307,-0.1562,-0.4065,,,16
91,8.5,p,p8,21.5588,12.6494,21.5603,12.649000000000001,-0.2604,-0.3748,,,16
92,9.0,p,p8,21.3854,12.3774,21.3863,12.3791,-0.325,-0.4965,,,16
93,9.5,p,p8,21.1539,11.9376,21.1554,11.9417,-0.4261,-0.7759,,,16
94,10.0,p,p8,20.9933,11.3005,20.9923,11.3057,-0.3524,-1.1420000000000001,,,16
95,10.5,p,p8,20.631999999999998,10.6095,20.6359,10.6121,-0.6185,-1.3231,,,16
96,5.0,t,t1,6.3239,9.9942,6.3239,9.9942,,,0.0134,4.2361,16
97,5.5,t,t1,8.4418,10.0225,8.4418,10.0225,,,0.0134,4.2361,16
98,6.0,t,t1,10.6732,10.0302,10.6721,10.0304,,,0.0091,4.2499,16
99,6.5,t,t1,12.7457,10.0388,12.7462,10.0388,,,0.0066,4.2387,16
100,7.0,t,t1,14.4581,10.0831,14.4615,10.0829,,,0.0148,4.1197,16
101,7.5,t,t1,15.9962,10.1531,16.0004,10.1529,,,0.0268,3.9394,16
102,8.0,t,t1,17.4406,10.2665,17.4448,10.2663,,,0.0459,3.7401,16
103,8.5,t,t1,19.118,10.458,19.1195,10.4575,,,0.0755,3.6639999999999997,16
104,9.0,t,t1,21.185,10.6299,21.1832,10.6297,,,0.0797,3.7638,16
105,9.5,t,t1,23.4907,10.6703,23.4874,10.6708,,,0.0418,3.9423,16
106,10.0,t,t1,25.9515,10.6359,25.9477,10.6364,,,0.0055,4.152,16
107,10.5,t,t1,28.41,10.6175,28.4071,10.6177,,,-0.0029,4.3189,16
0,4.0,p,p1,22.3788,20.1011,22.3788,20.1011,0.1407,-0.6792,,,17
1,4.5,p,p1,22.4492,19.7616,22.4492,19.7616,0.1407,-0.6792,,,17
2,5.0,p,p1,22.4139,19.4084,22.4163,19.4087,-0.0086,-0.6983,,,17
3,5.5,p,p1,22.4961,18.7576,22.4943,18.7639,0.1129,-1.1348,,,17
4,6.0,p,p1,22.4228,18.0654,22.4255,18.0681,-0.0721,-1.3243,,,17
5,6.5,p,p1,22.3374,17.3492,22.3385,17.3504,-0.1473,-1.4064,,,17
6,7.0,p,p1,22.1268,16.6271,22.1297,16.6275,-0.3469,-1.4354,,,17
7,7.5,p,p1,22.0005,15.852,21.9996,15.8533,-0.2829,-1.5189,,,17
8,8.0,p,p1,21.7074,15.1343,21.7105,15.1334,-0.5008,-1.4604,,,17
9,8.5,p,p1,21.5489,14.4847,21.546999999999997,14.482999999999999,-0.3725,-1.3426,,,17
10,9.0,p,p1,21.3552,13.805,21.3553,13.8052,-0.3805,-1.3523,,,17
11,9.5,p,p1,21.2869,13.1123,21.2844,13.1127,-0.2044,-1.3764,,,17
12,10.0,p,p1,21.2484,12.3904,21.247,12.3911,-0.1087,-1.4257,,,17
13,10.5,p,p1,21.2193,11.6553,21.2187,11.6558,-0.0702,-1.4588,,,17
14,11.0,p,p1,21.2284,10.8788,21.2275,10.8798,-0.0055,-1.5276,,,17
15,11.5,p,p1,21.2299,10.1354,21.2298,10.135,0.002,-1.4996,,,17
16,12.0,p,p1,21.3107,9.4411,21.309,9.4399,0.1175,-1.4189,,,17
17,12.5,p,p1,21.3573,8.7108,21.3575,8.7112,0.1024,-1.4473,,,17
18,13.0,p,p1,21.555,8.038,21.5519,8.0369,0.3138,-1.3744,,,17
19,13.5,p,p1,21.6089,7.3565,21.611,7.3564,0.1693,-1.3646,,,17
20,14.0,p,p1,21.7677,6.6945,21.7662,6.6941,0.2735,-1.3351,,,17
21,4.0,p,p2,18.3273,6.1224,18.3273,6.1224,0.0038,1.0736,,,17
22,4.5,p,p2,18.3292,6.6593,18.3292,6.6593,0.0038,1.0736,,,17
23,5.0,p,p2,18.32,7.218,18.3203,7.2175,-0.0119,1.1046,,,17
24,5.5,p,p2,18.1666,7.7563,18.1697,7.7565,-0.2254,1.0851,,,17
25,6.0,p,p2,18.1218,8.3324,18.1204,8.3317,-0.1318,1.1333,,,17
26,6.5,p,p2,17.9605,8.9125,17.9625,8.9122,-0.2677,1.1538,,,17
27,7.0,p,p2,17.9028,9.4601,17.9013,9.4607,-0.1605,1.1119,,,17
28,7.5,p,p2,17.8635,10.0226,17.8626,10.0224,-0.0991,1.1204,,,17
29,8.0,p,p2,17.8057,10.6071,17.8058,10.6065,-0.1098,1.1557,,,17
30,8.5,p,p2,17.7909,11.3195,17.7901,11.3167,-0.052000000000000005,1.351,,,17
31,9.0,p,p2,17.7274,11.9797,17.7282,11.98,-0.105,1.3331,,,17
32,9.5,p,p2,17.702,12.6587,17.7015,12.6585,-0.0669,1.3507,,,17
33,10.0,p,p2,17.6338,13.3302,17.6345,13.3303,-0.1164,1.3455,,,17
34,10.5,p,p2,17.5978,14.0005,17.5973,14.0005,-0.0854,1.3418,,,17
35,11.0,p,p2,17.5234,14.6345,17.5241,14.6353,-0.1305,1.2884,,,17
36,11.5,p,p2,17.5494,15.2837,17.5475,15.2836,0.0005,1.2945,,,17
37,12.0,p,p2,17.5122,15.9049,17.5129,15.9055,-0.051,1.2571,,,17
38,12.5,p,p2,17.5607,16.5191,17.5591,16.5194,0.0549,1.2355,,,17
39,13.0,p,p2,17.512999999999998,17.0976,17.5145,17.0984,-0.0515,1.1783,,,17
40,13.5,p,p2,17.5646,17.6745,17.5631,17.6748,0.0582,1.1594,,,17
41,14.0,p,p2,17.5454,18.2768,17.5464,18.2764,-0.0094,1.1917,,,17
42,4.0,p,p3,19.0995,18.5903,19.0995,18.5903,0.1735,-1.2324,,,17
43,4.5,p,p3,19.1862,17.9741,19.1862,17.9741,0.1735,-1.2324,,,17
44,5.0,p,p3,19.1978,17.3588,19.1995,17.3588,0.0673,-1.2311,,,17
45,5.5,p,p3,19.2746,16.7294,19.2737,16.7297,0.1272,-1.2511,,,17
46,6.0,p,p3,19.2642,16.0568,19.2658,16.0578,0.0216,-1.3195,,,17
47,6.5,p,p3,19.3177,15.3524,19.3168,15.3533,0.0811,-1.3855,,,17
48,7.0,p,p3,19.2249,14.779000000000002,19.2277,14.7766,-0.1104,-1.2143,,,17
49,7.5,p,p3,19.0927,14.0638,19.0944,14.065999999999999,-0.2257,-1.367,,,17
50,8.0,p,p3,18.9132,13.3002,18.9146,13.3019,-0.3245,-1.4859,,,17
51,8.5,p,p3,18.9179,12.569,18.9144,12.5688,-0.0852,-1.4714,,,17
52,9.0,p,p3,18.8666,11.8737,18.8667,11.8728,-0.0927,-1.4128,,,17
53,9.5,p,p3,18.917,11.1813,18.915,11.181,0.0469,-1.3913,,,17
54,10.0,p,p3,18.9006,10.4895,18.9014,10.4894,-0.0078,-1.3853,,,17
55,10.5,p,p3,18.9316,9.8053,18.9309,9.8051,0.0415,-1.3729,,,17
56,11.0,p,p3,18.9462,9.1434,18.9464,9.1429,0.0337,-1.3372,,,17
57,11.5,p,p3,18.9748,8.4789,18.9746,8.4788,0.0505,-1.3305,,,17
58,12.0,p,p3,19.1001,7.8525,19.098,7.8517,0.1954,-1.2742,,,17
59,12.5,p,p3,19.1798,7.2038,19.1801,7.204,0.1724,-1.2898,,,17
60,13.0,p,p3,19.3206,6.5684,19.3195,6.5682,0.2509,-1.2764,,,17
61,13.5,p,p3,19.3242,5.8904,19.3267,5.8912,0.0764,-1.3337,,,17
62,14.0,p,p3,19.4035,5.2425,19.4027,5.2422,0.1322,-1.3074,,,17
63,4.0,p,p4,21.1292,19.0419,21.1292,19.0419,0.252,-1.601,,,17
64,4.5,p,p4,21.2552,18.2414,21.2552,18.2414,0.252,-1.601,,,17
65,5.0,p,p4,21.2628,17.4628,21.2655,17.4623,0.0847,-1.5701,,,17
66,5.5,p,p4,21.3349,16.6363,21.3344,16.6372,0.1238,-1.6292,,,17
67,6.0,p,p4,21.2757,15.8774,21.2783,15.8763,-0.0504,-1.55,,,17
68,6.5,p,p4,21.3015,15.0334,21.3004,15.0348,0.0195,-1.6481,,,17
69,7.0,p,p4,21.218000000000004,14.2735,21.22,14.2722,-0.1137,-1.5574,,,17
70,7.5,p,p4,21.2581,13.5465,21.2561,13.5454,0.0237,-1.4807,,,17
71,8.0,p,p4,21.2411,12.7518,21.2417,12.7529,-0.0151,-1.5577,,,17
72,8.5,p,p4,21.2705,11.9528,21.2697,11.9532,0.0374,-1.5885,,,17
73,9.0,p,p4,21.2441,11.1375,21.245,11.1379,-0.0267,-1.6196,,,17
74,9.5,p,p4,21.1827,10.4259,21.1838,10.4239,-0.0974,-1.4782,,,17
75,10.0,p,p4,21.0406,9.6928,21.0425,9.6927,-0.23399999999999999,-1.4665,,,17
76,10.5,p,p4,20.9453,8.877,20.9449,8.8787,-0.2054,-1.5856,,,17
77,11.0,p,p4,20.9576,8.1001,20.9552,8.0998,-0.0386,-1.5652,,,17
78,11.5,p,p4,20.9091,7.3608,20.9097,7.3599,-0.0773,-1.5022,,,17
79,12.0,p,p4,20.9495,6.6313,20.9479,6.6309,0.0362,-1.4696,,,17
80,12.5,p,p4,20.9669,5.9284,20.9669,5.9277,0.0375,-1.4229,,,17
81,13.0,p,p4,21.0946,5.2692,21.0923,5.2681,0.1951,-1.3464,,,17
82,13.5,p,p4,21.1096,4.5881,21.1113,4.5882,0.0791,-1.3562,,,17
83,14.0,p,p4,21.278000000000002,3.9657,21.2754,3.9645,0.2629,-1.2759,,,17
84,4.0,p,p5,20.5185,5.0536,20.5185,5.0536,-0.1519,1.0162,,,17
85,4.5,p,p5,20.4426,5.5617,20.4426,5.5617,-0.1519,1.0162,,,17
86,5.0,p,p5,20.488000000000003,6.1588,20.4852,6.1568,0.0195,1.1420000000000001,,,17
87,5.5,p,p5,20.4853,6.7287,20.4855,6.7286,0.0056,1.1433,,,17
88,6.0,p,p5,20.5232,7.0626,20.5225,7.0676,0.0561,0.7997,,,17
89,6.5,p,p5,20.6189,7.1997,20.6175,7.2053,0.155,0.4126,,,17
90,7.0,p,p5,20.619,7.2137,20.6206,7.2178,0.045,0.1265,,,17
91,7.5,p,p5,20.6477,7.2741,20.6477,7.2743,0.0518,0.1165,,,17
92,8.0,p,p5,20.5963,7.4925,20.5979,7.4891,-0.0599,0.3477,,,17
93,8.5,p,p5,20.429000000000002,8.068,20.4319,8.0596,-0.2607,0.9332,,,17
94,9.0,p,p5,20.4047,8.8144,20.4025,8.8084,-0.1116,1.35,,,17
95,9.5,p,p5,20.2823,9.5833,20.2836,9.5812,-0.2048,1.4944,,,17
96,10.0,p,p5,20.3115,10.3732,20.3088,10.3723,-0.0164,1.5591,,,17
97,10.5,p,p5,20.208,11.1224,20.21,11.123,-0.1502,1.5165,,,17
98,11.0,p,p5,20.206,11.8409,20.2045,11.8417,-0.0473,1.4581,,,17
99,11.5,p,p5,20.0965,12.5324,20.0982,12.5332,-0.1694,1.4027,,,17
100,12.0,p,p5,20.1124,13.2018,20.1103,13.2024,-0.0265,1.3553,,,17
101,12.5,p,p5,20.0997,13.8545,20.0997,13.855,-0.0227,1.3183,,,17
102,13.0,p,p5,20.0255,14.5293,20.0268,14.529000000000002,-0.1135,1.3401,,,17
103,13.5,p,p5,20.0324,15.2043,20.0311,15.2042,-0.0234,1.3478,,,17
104,14.0,p,p5,19.887,15.8886,19.8898,15.8884,-0.2147,1.3630000000000002,,,17
105,4.0,p,p6,22.088,4.112,22.088,4.112,-0.113,0.8097,,,17
106,4.5,p,p6,22.0315,4.5168,22.0315,4.5168,-0.113,0.8097,,,17
107,5.0,p,p6,21.9571,5.0388,21.9575,5.0361,-0.1384,0.9751,,,17
108,5.5,p,p6,21.9403,5.5926,21.9392,5.5912,-0.0631,1.0748,,,17
109,6.0,p,p6,21.918000000000003,6.0807,21.9178,6.0817,-0.0482,1.0056,,,17
110,6.5,p,p6,21.8668,6.4336,21.8673,6.4368,-0.0871,0.7875,,,17
111,7.0,p,p6,21.9172,6.7182,21.9152,6.7205,0.0479,0.625,,,17
112,7.5,p,p6,21.9222,6.8141,21.9225,6.8187,0.0233,0.3086,,,17
113,8.0,p,p6,21.9302,6.8908,21.9303,6.8925,0.0176,0.1897,,,17
114,8.5,p,p6,21.8747,7.1826,21.8761,7.1785,-0.0754,0.47200000000000003,,,17
115,9.0,p,p6,21.8561,7.6064,21.8557,7.6024,-0.0498,0.7493,,,17
116,9.5,p,p6,21.9276,8.2337,21.9256,8.2284,0.0901,1.1204,,,17
117,10.0,p,p6,21.9263,8.9207,21.9272,8.918,0.026000000000000002,1.3115,,,17
118,10.5,p,p6,21.9985,9.6319,21.9972,9.6307,0.1102,1.3956,,,17
119,11.0,p,p6,21.9728,10.3299,21.9744,10.3299,-0.0048,1.3977,,,17
120,11.5,p,p6,21.9988,11.0662,21.9982,11.0654,0.0339,1.4518,,,17
121,12.0,p,p6,21.9688,11.7347,21.9697,11.7359,-0.0332,1.37,,,17
122,12.5,p,p6,21.9717,12.4526,21.9713,12.4519,-0.0063,1.4159,,,17
123,13.0,p,p6,21.9396,13.1406,21.9402,13.140999999999998,-0.0476,1.3881,,,17
124,13.5,p,p6,21.9547,13.8369,21.9539,13.8369,0.0077,1.3907,,,17
125,14.0,p,p6,21.9021,14.4976,21.9032,14.4984,-0.0727,1.3407,,,17
126,4.0,p,p7,19.8752,19.2157,19.8752,19.2157,0.2178,-1.3702,,,17
127,4.5,p,p7,19.9841,18.5306,19.9841,18.5306,0.2178,-1.3702,,,17
128,5.0,p,p7,20.0496,17.7798,20.0506,17.7813,0.1566,-1.463,,,17
129,5.5,p,p7,20.1332,17.037,20.1331,17.0373,0.1627,-1.4815,,,17
130,6.0,p,p7,20.1356,16.2792,20.1372,16.2796,0.0487,-1.5065,,,17
131,6.5,p,p7,20.1698,15.5391,20.1696,15.5388,0.0606,-1.4881,,,17
132,7.0,p,p7,20.1293,14.7777,20.1308,14.777999999999999,-0.0415,-1.5128,,,17
133,7.5,p,p7,20.0543,14.0591,20.0555,14.0583,-0.122,-1.4587,,,17
134,8.0,p,p7,20.0295,13.3318,20.0288,13.3318,-0.0714,-1.4545,,,17
135,8.5,p,p7,19.9415,12.5525,19.9426,12.5536,-0.146,-1.5297,,,17
136,9.0,p,p7,19.8735,11.6449,19.8734,11.6479,-0.1404,-1.7376,,,17
137,9.5,p,p7,19.7276,10.8283,19.7292,10.8273,-0.2496,-1.6664,,,17
138,10.0,p,p7,19.7085,10.0951,19.7063,10.0929,-0.0991,-1.5205,,,17
139,10.5,p,p7,19.736,9.3949,19.7343,9.3936,0.0154,-1.4306,,,17
140,11.0,p,p7,19.8539,8.747,19.8516,8.7456,0.1772,-1.3312,,,17
141,11.5,p,p7,19.9363,8.0985,19.9364,8.0982,0.1716,-1.3044,,,17
142,12.0,p,p7,20.04,7.4459,20.0396,7.4459,0.1973,-1.3045,,,17
143,12.5,p,p7,20.0949,6.7883,20.0958,6.7884,0.1346,-1.3122,,,17
144,13.0,p,p7,20.1196,6.1588,20.1205,6.1583,0.0717,-1.2739,,,17
145,13.5,p,p7,20.1808,5.5453,20.1803,5.5448,0.1071,-1.2392,,,17
146,14.0,p,p7,20.2627,4.9507,20.2621,4.9502,0.1489,-1.2023,,,17
147,4.0,p,p8,21.4359,6.236000000000001,21.4359,6.236000000000001,0.2997,1.0382,,,17
148,4.5,p,p8,21.5858,6.7551,21.5858,6.7551,0.2997,1.0382,,,17
149,5.0,p,p8,21.6374,7.3,21.6396,7.2994,0.1609,1.0746,,,17
150,5.5,p,p8,21.7918,7.8498,21.7903,7.8495,0.2646,1.0936,,,17
151,6.0,p,p8,21.8364,8.4744,21.8382,8.4728,0.1399,1.2064,,,17
152,6.5,p,p8,21.9545,9.2345,21.9535,9.2312,0.2069,1.4356,,,17
153,7.0,p,p8,21.9966,10.1725,21.9978,10.1678,0.1196,1.7587,,,17
154,7.5,p,p8,22.0913,11.0471,22.0906,11.0471,0.1682,1.7587,,,17
155,8.0,p,p8,22.1911,11.802999999999999,22.1907,11.8056,0.1919,1.5802,,,17
156,8.5,p,p8,22.3805,12.4715,22.3786,12.4741,0.3276,1.4007,,,17
157,9.0,p,p8,22.511,13.1261,22.5116,13.1271,0.2822,1.3308,,,17
158,9.5,p,p8,22.6194,13.8191,22.6201,13.8185,0.23399999999999999,1.3692,,,17
159,10.0,p,p8,22.5291,14.536,22.5334,14.5353,-0.0667,1.4168,,,17
160,10.5,p,p8,22.3075,15.2588,22.3115,15.2585,-0.3451,1.4386,,,17
161,11.0,p,p8,22.0626,15.9227,22.0642,15.9239,-0.4555,1.359,,,17
162,11.5,p,p8,21.8432,16.6002,21.8431,16.6002,-0.4458,1.3543,,,17
163,12.0,p,p8,21.5908,17.2039,21.5914,17.2054,-0.4882,1.2481,,,17
164,12.5,p,p8,21.4054,17.781,21.4042,17.782,-0.4043,1.178,,,17
165,13.0,p,p8,21.1459,18.3722,21.147,18.3722,-0.4855,1.1798,,,17
166,13.5,p,p8,20.9811,19.0665,20.9795,19.0643,-0.3744,1.3307,,,17
167,14.0,p,p8,20.8471,19.6036,20.8459,19.6062,-0.2952,1.1484,,,17
168,4.0,t,t1,31.8798,11.3547,31.8798,11.3547,,,-3.1145,1.4684,17
169,4.5,t,t1,31.1459,11.3348,31.1459,11.3348,,,-3.1145,1.4684,17
170,5.0,t,t1,30.2981,11.3085,30.2992,11.3086,,,-3.1141,1.4824,17
171,5.5,t,t1,29.3076,11.2693,29.3098,11.2694,,,-3.1119,1.5373,17
172,6.0,t,t1,28.3967,11.2707,28.3979,11.2705,,,-3.1187,1.5794,17
173,6.5,t,t1,27.5643,11.253,27.5646,11.253,,,-3.1191,1.5946,17
174,7.0,t,t1,26.8423,11.2318,26.8417,11.2318,,,-3.1177,1.5663,17
175,7.5,t,t1,26.2255,11.2314,26.2242,11.2312,,,-3.122,1.4994,17
176,8.0,t,t1,25.7219,11.1945,25.72,11.1947,,,-3.1138,1.3971,17
177,8.5,t,t1,25.4391,11.1996,25.4359,11.1994,,,-3.1177,1.2201,17
178,9.0,t,t1,25.3483,11.1927,25.3443,11.1926,,,-3.1163,0.9962,17
179,9.5,t,t1,25.3639,11.1792,25.3599,11.1792,,,-3.1127,0.7727,17
180,10.0,t,t1,25.3708,11.1804,25.3677,11.1804,,,-3.1129,0.6002,17
181,10.5,t,t1,25.3844,11.1772,25.381999999999998,11.1771,,,-3.1121,0.4624,17
182,11.0,t,t1,25.3796,11.1663,25.3779,11.1664,,,-3.1101,0.3627,17
183,11.5,t,t1,25.3644,11.1659,25.3631,11.1659,,,-3.1101,0.2895,17
184,12.0,t,t1,25.3762,11.1628,25.375,11.1628,,,-3.1096,0.2206,17
185,12.5,t,t1,25.3695,11.1592,25.3687,11.1592,,,-3.1092,0.1749,17
186,13.0,t,t1,25.2629,11.1612,25.263,11.1611,,,-3.1098,0.1828,17
187,13.5,t,t1,24.9552,11.1519,24.9568,11.152000000000001,,,-3.1098,0.2775,17
188,14.0,t,t1,24.4024,11.1427,24.4056,11.1427,,,-3.1116,0.4592,17
0,3.0,p,p1,23.82,4.6354,23.82,4.6354,0.154,1.2797,,,18
1,3.5,p,p1,23.897,5.2753,23.897,5.2753,0.154,1.2797,,,18
2,4.0,p,p1,24.0328,5.9613,24.0314,5.9603,0.2371,1.3449,,,18
3,4.5,p,p1,24.0355,6.6272,24.0379,6.6273,0.0716,1.3369,,,18
4,5.0,p,p1,24.0939,7.2863,24.0935,7.2865,0.1009,1.3232,,,18
5,5.5,p,p1,24.1927,7.9451,24.1916,7.9452,0.1713,1.3189,,,18
6,6.0,p,p1,24.1636,8.6026,24.166,8.6027,0.0069,1.3159999999999998,,,18
7,6.5,p,p1,24.3269,9.2469,24.3236,9.2472,0.2346,1.2961,,,18
8,7.0,p,p1,24.3912,9.6307,24.3923,9.6362,0.1627,0.9137,,,18
9,7.5,p,p1,24.3335,10.1182,24.3364,10.1176,-0.0398,0.95,,,18
10,8.0,p,p1,24.4362,10.6779,24.4337,10.6761,0.1331,1.0732,,,18
11,8.5,p,p1,24.5207,11.2426,24.5203,11.242,0.1627,1.1165,,,18
12,9.0,p,p1,24.5424,11.9258,24.5437,11.9231,0.0771,1.2979,,,18
13,9.5,p,p1,24.6808,12.6764,24.6787,12.6742,0.2196,1.4487,,,18
14,10.0,p,p1,24.52,13.3659,24.5256,13.3665,-0.1685,1.4014,,,18
15,10.5,p,p1,24.4275,14.065999999999999,24.4278,14.065999999999999,-0.1885,1.3996,,,18
16,11.0,p,p1,24.2289,14.7184,24.2311,14.7193,-0.3399,1.331,,,18
17,11.5,p,p1,24.1161,15.376,24.1149,15.3762,-0.2605,1.3183,,,18
18,12.0,p,p1,23.9616,15.993,23.9621,15.9939,-0.2938,1.2571,,,18
19,12.5,p,p1,23.8399,16.6256,23.8394,16.6255,-0.258,1.2616,,,18
20,13.0,p,p1,23.8934,17.2634,23.8895,17.2632,0.0065,1.2718,,,18
21,13.5,p,p1,23.8049,17.8902,23.8067,17.8903,-0.1206,1.2588,,,18
22,14.0,p,p1,23.868000000000002,18.5472,23.8655,18.5466,0.0552,1.2985,,,18
23,14.5,p,p1,23.7821,19.1601,23.7845,19.1609,-0.1052,1.2468,,,18
24,15.0,p,p1,23.774,19.7927,23.7731,19.7925,-0.0443,1.2590000000000001,,,18
25,3.0,p,p2,19.281,16.6063,19.281,16.6063,0.006,-1.2422,,,18
26,3.5,p,p2,19.284000000000002,15.9852,19.284000000000002,15.9852,0.006,-1.2422,,,18
27,4.0,p,p2,19.3059,15.411,19.3055,15.4099,0.0327,-1.176,,,18
28,4.5,p,p2,19.3144,14.9113,19.3145,14.9094,0.0219,-1.0469,,,18
29,5.0,p,p2,19.2458,14.4986,19.2474,14.4963,-0.0933,-0.884,,,18
