,t_ms,type,id,x,y,x_est,y_est,vx_est,vy_est,yaw_est,vel_est,scenario_id
8,7.0,p,p1,16.6703,12.6221,16.671,12.6238,-0.1846,1.5752,,,7
9,7.5,p,p1,16.7371,13.3422,16.7338,13.3436,0.0444,1.4751,,,7
10,8.0,p,p1,16.7033,14.0328,16.7044,14.0338,-0.0317,1.4051,,,7
11,8.5,p,p1,16.8185,14.7268,16.8158,14.727,0.1561,1.3913,,,7
12,9.0,p,p1,16.7625,15.5105,16.7653,15.5086,-0.0337,1.5183,,,7
13,9.5,p,p1,16.8423,16.3737,16.8403,16.3714,0.102,1.6714,,,7
14,3.0,p,p2,20.9645,5.3889,20.9645,5.3889,-0.1648,1.2736,,,7
15,3.5,p,p2,20.8821,6.0257,20.8821,6.0257,-0.1648,1.2736,,,7
16,4.0,p,p2,20.7767,6.6356,20.7772,6.6362,-0.1974,1.2355,,,7
17,4.5,p,p2,20.6769,7.2828,20.6769,7.2822,-0.1998,1.2773,,,7
18,5.0,p,p2,20.5358,7.919,20.5366,7.919,-0.2594,1.2746,,,7
19,5.5,p,p2,20.5571,8.5635,20.5539,8.5634,-0.0423,1.285,,,7
20,6.0,p,p2,20.5129,9.1836,20.5133,9.1841,-0.0711,1.2528,,,7
21,6.5,p,p2,20.5049,9.8579,20.5043,9.8569,-0.0319,1.3214,,,7
22,7.0,p,p2,20.3973,10.4728,20.3992,10.4737,-0.1636,1.2566,,,7
23,7.5,p,p2,20.3281,11.0645,20.3279,11.0653,-0.1481,1.2024,,,7
24,8.0,p,p2,20.1826,11.6301,20.1841,11.6309,-0.251,1.1498,,,7
25,8.5,p,p2,20.0858,12.1893,20.0853,12.1897,-0.2117,1.126,,,7
26,9.0,p,p2,19.954,12.7475,19.9545,12.7476,-0.2485,1.1186,,,7
27,9.5,p,p2,19.8336,13.3102,19.8335,13.3102,-0.2437,1.1233,,,7
28,3.0,p,p3,17.0306,1.3006,17.0306,1.3006,-0.1337,0.992,,,7
29,3.5,p,p3,16.9638,1.7967,16.9638,1.7967,-0.1337,0.992,,,7
30,4.0,p,p3,17.0477,2.3252,17.0442,2.3244,0.0792,1.0379,,,7
31,4.5,p,p3,17.0166,2.7735,17.018,2.7749,-0.018000000000000002,0.9369,,,7
32,5.0,p,p3,17.0289,3.1503,17.0284,3.1523,0.0107,0.8023,,,7
33,5.5,p,p3,17.0568,3.5177,17.0563,3.5184,0.044000000000000004,0.7507,,,7
34,6.0,p,p3,16.9803,3.7421,16.9823,3.7452,-0.0977,0.5314,,,7
35,6.5,p,p3,16.9192,3.9357,16.9195,3.9373,-0.1184,0.4227,,,7
36,7.0,p,p3,16.9645,4.2514,16.9623,4.2493,0.0322,0.5712,,,7
37,7.5,p,p3,16.9427,4.6664,16.9434,4.6636,-0.0194,0.7613,,,7
38,8.0,p,p3,16.8796,5.1770000000000005,16.8808,5.1742,-0.0976,0.9531,,,7
39,8.5,p,p3,16.8089,5.7798,16.8094,5.7771,-0.1309,1.1396,,,7
40,9.0,p,p3,16.6767,6.3971,16.6781,6.396,-0.228,1.2122,,,7
41,9.5,p,p3,16.7158,7.0237,16.7126,7.0232,-0.0088,1.2433,,,7
42,3.0,p,p4,19.2811,0.8219,19.2811,0.8219,-0.0798,0.9811,,,7
43,3.5,p,p4,19.2412,1.3124,19.2412,1.3124,-0.0798,0.9811,,,7
44,4.0,p,p4,19.317,1.869,19.3143,1.8674,0.0836,1.0743,,,7
45,4.5,p,p4,19.3067,2.4613,19.3077,2.4601,0.0122,1.1563,,,7
46,5.0,p,p4,19.3511,2.9836,19.3503,2.9848,0.0661,1.0773,,,7
47,5.5,p,p4,19.347,3.5137,19.3478,3.5139,0.0135,1.0632,,,7
48,6.0,p,p4,19.3698,4.0093,19.3695,4.01,0.0356,1.0109,,,7
49,6.5,p,p4,19.4568,4.4987,19.4554,4.499,0.1362,0.9866,,,7
50,7.0,p,p4,19.4723,4.9572,19.4734,4.9579,0.0622,0.9358,,,7
51,7.5,p,p4,19.4476,5.3371,19.4488,5.3389999999999995,-0.0201,0.8075,,,7
52,8.0,p,p4,19.4587,5.7291,19.4583,5.7294,0.0088,0.7878,,,7
53,8.5,p,p4,19.3895,6.1828,19.391,6.1816,-0.09699999999999999,0.8739,,,7
54,9.0,p,p4,19.4099,6.7351,19.4085,6.7326,0.0004,1.0424,,,7
55,9.5,p,p4,19.4275,7.3021,19.4272,7.3011,0.0276,1.1122,,,7
56,3.0,p,p5,18.6408,4.853,18.6408,4.853,-0.0315,1.1938,,,7
57,3.5,p,p5,18.625,5.4499,18.625,5.4499,-0.0315,1.1938,,,7
58,4.0,p,p5,18.5147,6.1508,18.5169,6.1484,-0.1651,1.3406,,,7
59,4.5,p,p5,18.5403,6.9101,18.5381,6.9082,-0.012,1.4728,,,7
60,5.0,p,p5,18.4708,7.653,18.472,7.6528,-0.1006,1.4849,,,7
61,5.5,p,p5,18.5098,8.4087,18.508,8.4085,0.0267,1.5044,,,7
62,6.0,p,p5,18.421,9.1162,18.4231,9.1171,-0.1183,1.4401,,,7
63,6.5,p,p5,18.381,9.8111,18.3806,9.8116,-0.0937,1.4024,,,7
64,7.0,p,p5,18.2331,10.4365,18.2352,10.4381,-0.2393,1.2919999999999998,,,7
65,7.5,p,p5,18.1484,11.0226,18.1477,11.0239,-0.1918,1.2031,,,7
66,8.0,p,p5,17.9721,11.5707,17.9737,11.5719,-0.3071,1.124,,,7
67,8.5,p,p5,17.8903,12.1127,17.8888,12.1131,-0.2058,1.0934,,,7
68,9.0,p,p5,17.8639,12.6739,17.8623,12.6736,-0.09300000000000001,1.1137,,,7
69,9.5,p,p5,17.8056,13.235999999999999,17.8058,13.2359,-0.1077,1.1218,,,7
70,3.0,p,p6,19.5969,4.1366,19.5969,4.1366,0.0817,1.4187,,,7
71,3.5,p,p6,19.6377,4.846,19.6377,4.846,0.0817,1.4187,,,7
72,4.0,p,p6,19.5908,5.6597,19.5928,5.6572,-0.0422,1.5659999999999998,,,7
73,4.5,p,p6,19.6763,6.417000000000001,19.6741,6.4174,0.1089,1.5323,,,7
74,5.0,p,p6,19.6977,7.233,19.6983,7.232,0.0643,1.6037,,,7
75,5.5,p,p6,19.6661,8.0158,19.6674,8.0162,-0.0288,1.5777,,,7
76,6.0,p,p6,19.5676,8.741,19.5694,8.7423,-0.1522,1.4851,,,7
77,6.5,p,p6,19.4088,9.4505,19.4106,9.4512,-0.2744,1.4354,,,7
78,7.0,p,p6,19.3233,10.1584,19.3223,10.1586,-0.2022,1.4201,,,7
79,7.5,p,p6,19.2015,10.83,19.2019,10.8308,-0.2307,1.3642,,,7
80,8.0,p,p6,19.0977,11.4956,19.0974,11.495999999999999,-0.2146,1.3392,,,7
81,8.5,p,p6,18.9961,12.1598,18.9959,12.1599,-0.20600000000000002,1.3309,,,7
82,9.0,p,p6,18.8847,12.7836,18.8849,12.7845,-0.2179,1.2705,,,7
83,9.5,p,p6,18.7934,13.3908,18.793,13.3914,-0.1927,1.2286,,,7
84,3.0,p,p7,17.8791,1.1402,17.8791,1.1402,0.1595,1.0112,,,7
85,3.5,p,p7,17.9588,1.6458,17.9588,1.6458,0.1595,1.0112,,,7
86,4.0,p,p7,17.9126,2.1653,17.9156,2.165,-0.0184,1.0308,,,7
87,4.5,p,p7,17.9528,2.7241,17.9519,2.7232,0.0488,1.094,,,7
88,5.0,p,p7,17.964000000000002,3.3252,17.9642,3.3241,0.031,1.1736,,,7
89,5.5,p,p7,18.0266,3.9189,18.0256,3.9187,0.0988,1.1852,,,7
90,6.0,p,p7,18.0416,4.4016,18.0423,4.4039,0.0505,1.0265,,,7
91,6.5,p,p7,18.0982,4.4731,18.0975,4.4823,0.0947,0.3846,,,7
92,7.0,p,p7,18.1648,4.4459,18.1643,4.4507,0.1235,0.054000000000000006,,,7
93,7.5,p,p7,18.0881,4.725,18.090999999999998,4.7198,-0.0759,0.4114,,,7
94,8.0,p,p7,18.1263,5.1724,18.1248,5.1672,0.03,0.7683,,,7
95,8.5,p,p7,18.2234,5.7241,18.2216,5.7205,0.1508,1.018,,,7
96,9.0,p,p7,18.2399,6.3576,18.2411,6.3549,0.0683,1.2032,,,7
97,9.5,p,p7,18.3,6.9948,18.2995,6.994,0.1041,1.2585,,,7
98,3.0,p,p8,19.9569,2.4337,19.9569,2.4337,-0.0924,0.9697,,,7
99,3.5,p,p8,19.9107,2.9185,19.9107,2.9185,-0.0924,0.9697,,,7
100,4.0,p,p8,19.9389,3.3751,19.9372,3.3758,0.0127,0.9298,,,7
101,4.5,p,p8,19.9685,3.8493,19.968,3.8491,0.0488,0.9423,,,7
102,5.0,p,p8,19.8903,4.3218,19.8924,4.3218,-0.0988,0.9445,,,7
103,5.5,p,p8,19.9195,4.8589,19.9179,4.8575,0.0117,1.0383,,,7
104,6.0,p,p8,19.9049,5.3578,19.9053,5.3582,-0.0156,1.0109,,,7
105,6.5,p,p8,19.8711,5.7871,19.8717,5.7887,-0.0536,0.9003,,,7
106,7.0,p,p8,19.8399,6.1499,19.84,6.1518,-0.0609,0.7718,,,7
107,7.5,p,p8,19.7985,6.4775,19.7987,6.4787,-0.0768,0.6847,,,7
108,8.0,p,p8,19.7481,6.8096,19.7483,6.8098,-0.0945,0.6681,,,7
109,8.5,p,p8,19.7298,7.3157,19.7292,7.3121,-0.053,0.9165,,,7
110,9.0,p,p8,19.604,7.8995,19.605999999999998,7.8968,-0.1958,1.1032,,,7
111,9.5,p,p8,19.5706,8.5027,19.5693,8.5016,-0.1055,1.1817,,,7
112,3.0,t,t1,5.4782,6.0461,5.4782,6.0461,,,0.0911,2.1238,7
113,3.5,t,t1,6.5357,6.1427,6.5357,6.1427,,,0.0911,2.1238,7
114,4.0,t,t1,7.6703,6.2634,7.6696,6.2632,,,0.0935,2.1335,7
115,4.5,t,t1,8.8222,6.3874,8.8214,6.3872,,,0.09699999999999999,2.1537,7
116,5.0,t,t1,10.0739,6.504,10.0724,6.5039,,,0.0957,2.2066,7
117,5.5,t,t1,11.3892,6.6417,11.3875,6.6414,,,0.0989,2.2825,7
118,6.0,t,t1,12.8571,6.8796,12.8544,6.8788,,,0.1265,2.4129,7
119,6.5,t,t1,14.3651,7.2679,14.3626,7.2664,,,0.1861,2.5496,7
120,7.0,t,t1,15.9525,7.7929,15.9498,7.7911,,,0.2541,2.7092,7
121,7.5,t,t1,17.6058,8.2922,17.6031,8.2911,,,0.2749,2.8676,7
122,8.0,t,t1,19.3674,8.6822,19.3645,8.682,,,0.2445,3.0264,7
123,8.5,t,t1,21.1965,8.9191,21.1938,8.9196,,,0.1824,3.1654,7
124,9.0,t,t1,23.0407,8.9276,23.0386,8.929,,,0.0889,3.2673,7
125,9.5,t,t1,24.8485,8.7382,24.8472,8.7399,,,-0.0096,3.3335,7
0,4.0,p,p1,16.6376,13.3953,16.6376,13.3953,-0.2082,-1.3387,,,8
1,4.5,p,p1,16.5335,12.725999999999999,16.5335,12.725999999999999,-0.2082,-1.3387,,,8
2,5.0,p,p1,16.611,12.0745,16.6068,12.0741,0.0482,-1.3134,,,8
3,5.5,p,p1,16.5641,11.5637,16.5655,11.5607,-0.0483,-1.1019,,,8
4,6.0,p,p1,16.5263,11.4291,16.5266,11.4203,-0.07,-0.4957,,,8
5,6.5,p,p1,16.5573,11.7288,16.5559,11.7172,0.025,0.3086,,,8
6,7.0,p,p1,16.4059,11.9042,16.4093,11.9035,-0.21,0.3558,,,8
7,7.5,p,p1,16.3474,11.9657,16.3465,11.9681,-0.1477,0.1885,,,8
8,8.0,p,p1,16.4567,11.8912,16.4529,11.8948,0.1184,-0.0588,,,8
9,8.5,p,p1,16.5221,11.527999999999999,16.5219,11.535,0.133,-0.5466,,,8
10,9.0,p,p1,16.5921,11.0098,16.5921,11.0151,0.1383,-0.9107,,,8
11,9.5,p,p1,16.6874,10.3802,16.6869,10.3839,0.1762,-1.1703,,,8
12,10.0,p,p1,16.6562,9.7111,16.6586,9.7129,0.0044,-1.297,,,8
13,4.0,p,p2,20.4487,9.8715,20.4487,9.8715,-0.2115,-1.4418,,,8
14,4.5,p,p2,20.343,9.1506,20.343,9.1506,-0.2115,-1.4418,,,8
15,5.0,p,p2,20.3475,8.4384,20.3449,8.4382,-0.0558,-1.4295,,,8
16,5.5,p,p2,20.3401,7.6979999999999995,20.3396,7.6985,-0.0224,-1.4664,,,8
17,6.0,p,p2,20.445999999999998,7.0156,20.4436,7.0146,0.1476,-1.3936,,,8
18,6.5,p,p2,20.4711,6.3242,20.4721,6.324,0.0807,-1.3844,,,8
19,7.0,p,p2,20.5788,5.6511,20.5774,5.6507,0.1766,-1.3566,,,8
20,7.5,p,p2,20.6487,5.0279,20.6491,5.0268,0.1521,-1.2762,,,8
21,8.0,p,p2,20.7826,4.3897,20.7814,4.3897,0.2352,-1.2747,,,8
22,8.5,p,p2,20.8397,3.7378,20.8409,3.7381,0.1494,-1.2958,,,8
23,9.0,p,p2,20.9817,3.077,20.9803,3.0773,0.2449,-1.3148,,,8
24,9.5,p,p2,21.0705,2.4425,21.0711,2.4421,0.1982,-1.2821,,,8
25,10.0,p,p2,21.1753,1.7587,21.1752,1.7596,0.2055,-1.3432,,,8
26,4.0,p,p3,17.1443,11.8843,17.1443,11.8843,-0.125,-1.3129,,,8
27,4.5,p,p3,17.0818,11.2278,17.0818,11.2278,-0.125,-1.3129,,,8
28,5.0,p,p3,17.0794,10.4534,17.078,10.4561,-0.0402,-1.4795,,,8
29,5.5,p,p3,16.9575,9.4402,16.9596,9.446,-0.1853,-1.8787,,,8
30,6.0,p,p3,16.9028,8.2412,16.9021,8.2467,-0.1335,-2.2624,,,8
31,6.5,p,p3,16.8632,7.0757,16.8626,7.0765,-0.0932,-2.32,,,8
32,7.0,p,p3,16.9459,6.0706,16.9432,6.0674,0.0947,-2.0972,,,8
33,7.5,p,p3,17.1433,5.2144,17.1401,5.2103,0.3155,-1.8145,,,8
34,8.0,p,p3,17.2354,4.4325,17.2367,4.4298,0.2252,-1.6274,,,8
35,8.5,p,p3,17.4215,3.753,17.42,3.7502,0.3295,-1.4294,,,8
36,9.0,p,p3,17.518,3.0956,17.5194,3.0943,0.2331,-1.3425,,,8
37,9.5,p,p3,17.6939,2.4577,17.6927,2.4569,0.3168,-1.2925,,,8
38,10.0,p,p3,17.7326,1.8288,17.7351,1.8284,0.1455,-1.2663,,,8
39,4.0,p,p4,19.1686,15.885,19.1686,15.885,-0.2441,-1.3685,,,8
40,4.5,p,p4,19.0465,15.2007,19.0465,15.2007,-0.2441,-1.3685,,,8
41,5.0,p,p4,18.8543,14.4884,18.8559,14.4891,-0.3433,-1.4081,,,8
42,5.5,p,p4,18.7456,13.8439,18.7443,13.8426,-0.2547,-1.3231,,,8
43,6.0,p,p4,18.5958,13.3932,18.5962,13.3888,-0.2853,-1.0164,,,8
44,6.5,p,p4,18.5174,13.1441,18.5161,13.1386,-0.193,-0.6354,,,8
45,7.0,p,p4,18.6453,12.9027,18.6406,12.901,0.1333,-0.5172,,,8
46,7.5,p,p4,18.8589,12.6205,18.8558,12.6209,0.3526,-0.5489,,,8
47,8.0,p,p4,18.9562,12.2115,18.9577,12.2143,0.2429,-0.7441,,,8
48,8.5,p,p4,19.0512,11.7147,19.0518,11.7173,0.2024,-0.9285,,,8
49,9.0,p,p4,19.0105,11.1537,19.0134,11.1558,-0.0036,-1.0722,,,8
50,9.5,p,p4,18.9277,10.5486,18.9294,10.55,-0.125,-1.175,,,8
51,10.0,p,p4,18.8974,9.8919,18.8967,9.8934,-0.081,-1.2770000000000001,,,8
52,4.0,p,p5,18.5002,12.749,18.5002,12.749,-0.1332,-0.9966,,,8
53,4.5,p,p5,18.4337,12.2507,18.4337,12.2507,-0.1332,-0.9966,,,8
54,5.0,p,p5,18.4654,11.9294,18.4631,11.9253,0.0057,-0.7467,,,8
55,5.5,p,p5,18.3908,11.9125,18.3924,11.9049,-0.1029,-0.2255,,,8
56,6.0,p,p5,18.3774,11.9111,18.3766,11.9087,-0.0503,-0.0536,,,8
57,6.5,p,p5,18.397000000000002,11.9059,18.3961,11.9054,0.0156,-0.0189,,,8
58,7.0,p,p5,18.3714,11.8525,18.3721,11.8534,-0.0313,-0.0816,,,8
59,7.5,p,p5,18.3992,11.5512,18.3983,11.5566,0.0305,-0.4596,,,8
60,8.0,p,p5,18.4887,11.1476,18.4871,11.1514,0.1391,-0.7186,,,8
61,8.5,p,p5,18.4011,10.6231,18.4043,10.6266,-0.0858,-0.9629,,,8
62,9.0,p,p5,18.445999999999998,10.0527,18.4442,10.0546,0.0365,-1.0966,,,8
63,9.5,p,p5,18.3695,9.4366,18.3714,9.437999999999999,-0.0979,-1.1975,,,8
64,10.0,p,p5,18.3452,8.769,18.3447,8.7705,-0.0651,-1.2990000000000002,,,8
65,4.0,p,p6,19.8121,11.8983,19.8121,11.8983,0.0847,-1.2284,,,8
66,4.5,p,p6,19.8545,11.2841,19.8545,11.2841,0.0847,-1.2284,,,8
67,5.0,p,p6,19.8533,10.9641,19.8543,10.9573,0.0232,-0.8129,,,8
68,5.5,p,p6,19.8518,10.8425,19.8521,10.8364,0.0028,-0.3914,,,8
69,6.0,p,p6,19.9557,10.8067,19.9536,10.8032,0.1506,-0.1515,,,8
70,6.5,p,p6,20.0223,10.7854,20.0225,10.7842,0.1412,-0.0677,,,8
71,7.0,p,p6,20.0856,10.7833,20.0858,10.7826,0.1304,-0.02,,,8
72,7.5,p,p6,20.114,10.7362,20.1148,10.7369,0.077,-0.0727,,,8
73,8.0,p,p6,20.1036,10.4674,20.1046,10.4723,0.0052,-0.4098,,,8
74,8.5,p,p6,20.16,10.0151,20.1588,10.0203,0.0814,-0.7746,,,8
75,9.0,p,p6,20.2916,9.4692,20.2897,9.4726,0.2145,-1.0114,,,8
76,9.5,p,p6,20.3724,8.8948,20.3729,8.8963,0.179,-1.1157,,,8
77,10.0,p,p6,20.4485,8.2389,20.4488,8.241,0.1588,-1.2597,,,8
78,4.0,p,p7,18.1786,11.2897,18.1786,11.2897,0.2516,-1.327,,,8
79,4.5,p,p7,18.3044,10.6262,18.3044,10.6262,0.2516,-1.327,,,8
80,5.0,p,p7,18.3599,9.7855,18.3616,9.7896,0.1523,-1.5773,,,8
81,5.5,p,p7,18.3573,8.737,18.359,8.7425,0.036000000000000004,-1.9587,,,8
82,6.0,p,p7,18.3894,7.7158,18.3892,7.7168,0.054000000000000006,-2.0272,,,8
83,6.5,p,p7,18.4332,6.7396,18.4328,6.7389,0.0786,-1.9746,,,8
84,7.0,p,p7,18.5612,5.954,18.5593,5.9498,0.2074,-1.6819,,,8
85,7.5,p,p7,18.7065,5.2226,18.7055,5.2202,0.2702,-1.5175,,,8
86,8.0,p,p7,18.814,4.5347,18.8145,4.5332,0.2316,-1.4116,,,8
87,8.5,p,p7,18.8892,3.8727,18.8901,3.8718,0.1722,-1.3461,,,8
88,9.0,p,p7,18.9309,3.1603,18.9319,3.1611,0.1068,-1.4016,,,8
89,9.5,p,p7,18.9506,2.4617,18.9513,2.4616,0.0567,-1.3996,,,8
90,10.0,p,p7,18.9385,1.735,18.9394,1.7356,-0.0028,-1.4384,,,8
91,4.0,p,p8,19.1624,14.0554,19.1624,14.0554,-0.3335,-0.6733,,,8
92,4.5,p,p8,18.9956,13.7187,18.9956,13.7187,-0.3335,-0.6733,,,8
93,5.0,p,p8,18.9698,13.2509,18.9666,13.254000000000001,-0.1344,-0.8585,,,8
94,5.5,p,p8,18.826,12.7891,18.8275,12.7899,-0.2405,-0.91,,,8
95,6.0,p,p8,18.8533,12.3349,18.8503,12.3349,-0.0293,-0.9099,,,8
96,6.5,p,p8,18.9748,11.9598,18.9718,11.9581,0.1718,-0.7945,,,8
97,7.0,p,p8,18.963,11.582,18.965,11.5816,0.0349,-0.7639,,,8
98,7.5,p,p8,19.0332,11.2223,19.0321,11.2218,0.1083,-0.7311,,,8
99,8.0,p,p8,19.0607,10.7086,19.0612,10.7117,0.0712,-0.9446,,,8
100,8.5,p,p8,19.0688,10.0254,19.0694,10.0299,0.0307,-1.254,,,8
101,9.0,p,p8,19.0941,9.2577,19.0939,9.2607,0.0443,-1.4639,,,8
102,9.5,p,p8,19.0829,8.4759,19.0836,8.477,-0.0037,-1.5402,,,8
103,10.0,p,p8,19.1712,7.7237,19.1693,7.7233,0.1256,-1.516,,,8
104,4.0,t,t1,30.8438,8.5805,30.8438,8.5805,,,-3.103,2.5461,8
105,4.5,t,t1,29.5717,8.5314,29.5717,8.5314,,,-3.103,2.5461,8
106,5.0,t,t1,28.0026,8.4478,28.0053,8.448,,,-3.0994,2.5826,8
107,5.5,t,t1,26.4879,8.4213,26.4899,8.4212,,,-3.1082,2.6319999999999997,8
108,6.0,t,t1,25.0604,8.3615,25.0614,8.3616,,,-3.105,2.6655,8
109,6.5,t,t1,23.6422,8.2572,23.643,8.2575,,,-3.0901,2.6962,8
110,7.0,t,t1,22.0506,8.185,22.0526,8.185,,,-3.0928,2.7892,8
111,7.5,t,t1,20.257,8.1228,20.2601,8.1228,,,-3.1002,2.9502,8
112,8.0,t,t1,18.3018,8.0561,18.3056,8.0561,,,-3.1044,3.1510000000000002,8
113,8.5,t,t1,16.2318,7.9666,16.2356,7.9668,,,-3.1008,3.3628,8
114,9.0,t,t1,14.065999999999999,7.8716,14.0698,7.8718,,,-3.0989,3.573,8
115,9.5,t,t1,11.8472,7.8186,11.8506,7.8185,,,-3.1104,3.7615,8
116,10.0,t,t1,9.6054,7.7822,9.6082,7.7821,,,-3.1195,3.9197,8
0,3.5,p,p1,15.1465,5.4612,15.1465,5.4612,0.4159,2.5771,,,9
1,4.0,p,p1,15.3544,6.7497,15.3544,6.7497,0.4159,2.5771,,,9
2,4.5,p,p1,15.4396,8.1215,15.4425,8.1196,0.2426,2.6947,,,9
3,5.0,p,p1,15.4379,9.4712,15.4405,9.4711,0.0607,2.7008,,,9
4,5.5,p,p1,15.4528,10.7333,15.4532,10.7351,0.0345,2.5732,,,9
5,6.0,p,p1,15.4705,11.7236,15.4705,11.7298,0.0346,2.1422,,,9
6,6.5,p,p1,15.3581,12.5881,15.3608,12.5925,-0.1529,1.8345,,,9
7,7.0,p,p1,15.3351,13.3243,15.334000000000001,13.3282,-0.0795,1.5665,,,9
8,7.5,p,p1,15.1744,14.0389,15.1769,14.0404,-0.2528,1.4616,,,9
9,8.0,p,p1,15.1117,14.7404,15.1104,14.741,-0.1643,1.4171,,,9
10,8.5,p,p1,14.9814,15.3961,14.9823,15.3972,-0.2322,1.3397,,,9
11,3.5,p,p2,19.3169,5.5511,19.3169,5.5511,-0.0814,1.3917,,,9
12,4.0,p,p2,19.2762,6.2469,19.2762,6.2469,-0.0814,1.3917,,,9
13,4.5,p,p2,19.3714,6.9581,19.3683,6.9577,0.1106,1.4133,,,9
14,5.0,p,p2,19.3372,7.6804,19.339000000000002,7.6801,-0.0143,1.4365,,,9
15,5.5,p,p2,19.3983,8.4017,19.3969,8.4016,0.0818,1.4413,,,9
16,6.0,p,p2,19.3514,9.102,19.3532,9.1024,-0.0431,1.412,,,9
17,6.5,p,p2,19.3406,9.7684,19.3404,9.7692,-0.0302,1.3541,,,9
18,7.0,p,p2,19.2378,10.3974,19.2397,10.3984,-0.1567,1.2834,,,9
19,7.5,p,p2,19.2311,11.0062,19.2297,11.0069,-0.0557,1.2344,,,9
20,8.0,p,p2,19.2237,11.6491,19.2232,11.6486,-0.0241,1.2705,,,9
21,8.5,p,p2,19.2111,12.2528,19.2111,12.2534,-0.0242,1.2256,,,9
22,3.5,p,p3,16.4115,4.5785,16.4115,4.5785,0.1107,1.8275,,,9
23,4.0,p,p3,16.4669,5.4922,16.4669,5.4922,0.1107,1.8275,,,9
24,4.5,p,p3,16.5439,6.6029,16.5434,6.5983,0.1414,2.1055,,,9
25,5.0,p,p3,16.5066,7.6233,16.5088,7.6239,-0.013999999999999999,2.0654,,,9
26,5.5,p,p3,16.5124,8.7469,16.5122,8.745,0.0014,2.1959,,,9
27,6.0,p,p3,16.5084,9.8175,16.5085,9.818,-0.0051,2.1591,,,9
28,6.5,p,p3,16.3523,10.6878,16.3556,10.6922,-0.2272,1.8559,,,9
29,7.0,p,p3,16.3189,11.3674,16.3173,11.3727,-0.11599999999999999,1.4905,,,9
30,7.5,p,p3,16.1484,12.0261,16.1507,12.027999999999999,-0.2763,1.3577,,,9
31,8.0,p,p3,16.1122,12.6101,16.1101,12.6121,-0.1322,1.2178,,,9
32,8.5,p,p3,15.9496,13.2139,15.9516,13.2141,-0.2687,1.2076,,,9
33,3.5,p,p4,18.349,1.1609,18.349,1.1609,0.0966,1.3430000000000002,,,9
34,4.0,p,p4,18.3972,1.8324,18.3972,1.8324,0.0966,1.3430000000000002,,,9
35,4.5,p,p4,18.4041,2.5786,18.4051,2.5769,0.0381,1.4485,,,9
36,5.0,p,p4,18.4425,3.2944,18.4421,3.2946,0.0646,1.4388,,,9
37,5.5,p,p4,18.5345,3.9144,18.5332,3.9165,0.1514,1.2948,,,9
38,6.0,p,p4,18.5225,4.4257,18.5243,4.4286,0.0265,1.0951,,,9
39,6.5,p,p4,18.5669,4.9243,18.5663,4.9254,0.0689,1.0202,,,9
40,7.0,p,p4,18.5097,5.4513,18.5116,5.4510000000000005,-0.0627,1.0431,,,9
41,7.5,p,p4,18.5551,5.9964,18.5535,5.9959,0.0454,1.0775,,,9
42,8.0,p,p4,18.6165,6.5923,18.6156,6.5911,0.1036,1.1609,,,9
43,8.5,p,p4,18.5846,7.1505,18.5863,7.1509,-0.0161,1.1304,,,9
44,3.5,p,p5,17.8605,4.7491,17.8605,4.7491,0.0145,1.5074,,,9
45,4.0,p,p5,17.8678,5.5028,17.8678,5.5028,0.0145,1.5074,,,9
46,4.5,p,p5,17.9467,6.261,17.945,6.2609,0.1157,1.5138,,,9
47,5.0,p,p5,17.9693,7.0965,17.97,7.0949,0.0672,1.6276,,,9
48,5.5,p,p5,18.0408,7.9203,18.04,7.9201,0.1209,1.6444,,,9
49,6.0,p,p5,18.1,8.7709,18.1,8.7704,0.1203,1.6859,,,9
50,6.5,p,p5,18.1516,9.5022,18.1518,9.5045,0.1079,1.5253,,,9
51,7.0,p,p5,18.1471,10.2539,18.1483,10.2542,0.0232,1.5062,,,9
52,7.5,p,p5,18.0684,10.9391,18.0703,10.9405,-0.1091,1.4076,,,9
53,8.0,p,p5,17.9855,11.6307,17.9861,11.630999999999998,-0.1529,1.3880000000000001,,,9
54,8.5,p,p5,17.715,12.2652,17.719,12.2664,-0.4343,1.3014,,,9
55,3.5,p,p6,20.4881,4.1852,20.4881,4.1852,0.019,1.2584,,,9
56,4.0,p,p6,20.4975,4.8143,20.4975,4.8143,0.019,1.2584,,,9
57,4.5,p,p6,20.4788,5.4095,20.4794,5.4103,-0.0209,1.2103,,,9
58,5.0,p,p6,20.4325,6.1715,20.4332,6.1683,-0.0737,1.436,,,9
59,5.5,p,p6,20.4246,7.2315,20.424,7.2243,-0.033,1.9351,,,9
60,6.0,p,p6,20.4855,8.4656,20.4838,8.4599,0.0798,2.3308,,,9
61,6.5,p,p6,20.6057,9.4401,20.6039,9.443999999999999,0.1982,2.0631,,,9
62,7.0,p,p6,20.6581,10.2679,20.659000000000002,10.2723,0.1332,1.7630000000000001,,,9
63,7.5,p,p6,20.7444,10.9876,20.744,10.9911,0.1604,1.5228,,,9
64,8.0,p,p6,20.7197,11.6235,20.7219,11.6262,0.0092,1.3364,,,9
65,8.5,p,p6,20.7819,12.2119,20.7807,12.2136,0.0893,1.217,,,9
66,3.5,p,p7,17.0419,2.7204,17.0419,2.7204,0.1779,1.3154,,,9
67,4.0,p,p7,17.1308,3.3781,17.1308,3.3781,0.1779,1.3154,,,9
